Make,Model,Drivetrain,Body Style,Transmission_Type,Engine_Cylinders
Geo,Tracker,4WD/AWD,SUV/Crossover,Automatic,I4
Mitsubishi,Eclipse,4WD/AWD,Coupe,Automatic,I4
Ford,Bronco,4WD/AWD,SUV/Crossover,Manual,V8
Jaguar,XJ6,Rear-wheel drive,Sedan,Manual,I6
Ferrari,F355,Rear-wheel drive,Coupe,Manual,V8
Daihatsu,Midget,Rear-wheel drive,Truck,Manual,I3
Chevrolet,C4 Corvette,Rear-wheel drive,Convertible,Automatic,V8
Fiat,Panda,4WD/AWD,Hatchback,Manual,I4
Toyota,Sprinter,4WD/AWD,Wagon,Manual,I4
Alfa Romeo,GTV,Front-wheel drive,Coupe,Manual,I4
Nissan,R33 Skyline,Rear-wheel drive,Sedan,Automatic,I6
Bentley,Continental,Rear-wheel drive,Coupe,Automatic,V8
Nissan,Serena,Rear-wheel drive,Van/Minivan,Automatic,I4
Toyota,Hilux,4WD/AWD,SUV/Crossover,Automatic,V6
Geo,Tracker,4WD/AWD,SUV/Crossover,Manual,I4
Classic Roadsters,Sebring MX,Rear-wheel drive,Convertible,Automatic,V8
Mazda,Cosmo,Rear-wheel drive,Coupe,Automatic,Rotary
Suzuki,X-90,4WD/AWD,Convertible,Manual,I4
Mauck,MSV,Rear-wheel drive,Van/Minivan,Automatic,V8
Nissan,240SX,Rear-wheel drive,Coupe,Manual,I6
Toyota,T100,4WD/AWD,Truck,Manual,V6
Isuzu,Bighorn,4WD/AWD,SUV/Crossover,Automatic,I4
Mitsubishi,Galant,4WD/AWD,Sedan,Manual,V6
Volvo,850,Front-wheel drive,Sedan,Automatic,I5
Jaguar,XJS,Rear-wheel drive,Convertible,Automatic,I6
Cadillac,Fleetwood,Rear-wheel drive,Truck,Automatic,V8
Mitsubishi,Minicab,4WD/AWD,Van/Minivan,Manual,I3
Toyota,Crown,Rear-wheel drive,Wagon,Manual,I6
Cadillac,Fleetwood,Rear-wheel drive,Sedan,Automatic,V8
Nissan,180SX,Rear-wheel drive,Hatchback,Manual,I4
Mercedes-Benz,C-Class AMG,Rear-wheel drive,Sedan,Automatic,I6
Suzuki,Cappuccino,Rear-wheel drive,Convertible,Automatic,I3
Isuzu,Elf,Rear-wheel drive,Truck,Manual,I4
Toyota,TownAce,Rear-wheel drive,Truck,Manual,I4
Subaru,Sambar,Rear-wheel drive,Van/Minivan,Automatic,I4
Alfa Romeo,Spider,Front-wheel drive,Convertible,Manual,I4
Mitsubishi,Mirage,Front-wheel drive,Hatchback,Manual,I4
Toyota,MR2,Rear-wheel drive,Convertible,Automatic,I4
Acura,Legend,Front-wheel drive,Sedan,Automatic,V6
Toyota,Crown,Rear-wheel drive,Sedan,Automatic,V8
Toyota,HiAce,Rear-wheel drive,Truck,Manual,I4
Daihatsu,Atrai,Rear-wheel drive,Van/Minivan,Manual,I3
Nissan,300ZX,Rear-wheel drive,Coupe,Manual,V6
Toyota,Century,Rear-wheel drive,Wagon,Automatic,V8
MINI,Classic Mini,Front-wheel drive,Coupe,Manual,I4
Volkswagen,T4,Front-wheel drive,Van/Minivan,Automatic,V6
Suzuki,Every,4WD/AWD,Van/Minivan,Manual,I3
Piontek,Fun Car,Front-wheel drive,Convertible,Automatic,I3
Mazda,B3000,Rear-wheel drive,Truck,Automatic,V6
Toyota,Mega Cruiser,4WD/AWD,Truck,Automatic,I4
Mitsubishi,RVR,4WD/AWD,SUV/Crossover,Automatic,I4
Subaru,Vivio,4WD/AWD,Hatchback,Manual,I4
Jeep,Grand Cherokee,4WD/AWD,SUV/Crossover,Automatic,I6
Mercedes-Benz,Sprinter,Rear-wheel drive,Van/Minivan,Manual,I5
BMW,7 Series,Rear-wheel drive,Sedan,Manual,I6
Mitsubishi,Delica,4WD/AWD,Van/Minivan,Manual,I4
Mitsuoka,Viewt,Front-wheel drive,Sedan,Automatic,I4
Volvo,940,Rear-wheel drive,Wagon,Automatic,I4
BMW,Alpina B3 3.2,Rear-wheel drive,Wagon,Automatic,I6
Toyota,Corona,Front-wheel drive,Sedan,Automatic,I4
Ford,F-150,4WD/AWD,Truck,Manual,I6
Mitsubishi,Minica,4WD/AWD,Van/Minivan,Manual,I4
Nissan,Avenir,4WD/AWD,Wagon,Automatic,I4
Nissan,Serena,4WD/AWD,Van/Minivan,Automatic,I4
Mitsubishi,Chariot,4WD/AWD,Van/Minivan,Manual,I4
Suzuki,Cervo,4WD/AWD,Hatchback,Manual,I3
Volkswagen,Golf,Front-wheel drive,Hatchback,Manual,V6
GMC,Suburban,4WD/AWD,SUV/Crossover,Automatic,I6
Toyota,Liteace,Rear-wheel drive,Truck,Automatic,I4
Mitsubishi,Lancer,4WD/AWD,Sedan,Manual,I4
Chevrolet,C/K Series,4WD/AWD,Truck,Manual,V6
Toyota,Granvia,Rear-wheel drive,Van/Minivan,Automatic,I4
Mitsubishi,3000GT,4WD/AWD,Convertible,Manual,V6
Chevrolet,C4 Corvette,Rear-wheel drive,Convertible,Manual,V8
Geo,Tracker,Rear-wheel drive,SUV/Crossover,Automatic,V6
Isuzu,Bighorn,4WD/AWD,SUV/Crossover,Manual,I4
Nissan,Pickup,4WD/AWD,Truck,Manual,I4
Chevrolet,Lumina,Front-wheel drive,Van/Minivan,Automatic,V6
Jaguar,XJS,Rear-wheel drive,Coupe,Automatic,I6
Toyota,Camry,Front-wheel drive,Wagon,Automatic,V6
Daihatsu,Mira,4WD/AWD,Hatchback,Manual,I4
Mazda,FD RX-7,Rear-wheel drive,Coupe,Automatic,Rotary
Ford,Explorer,Rear-wheel drive,SUV/Crossover,Manual,V6
Nissan,Homy,4WD/AWD,Van/Minivan,Automatic,I4
Saab,9000,Front-wheel drive,Sedan,Manual,I4
Eagle,Talon,4WD/AWD,Coupe,Automatic,I4
Honda,Beat,Rear-wheel drive,Convertible,Manual,I3
Renault,Lutecia,Front-wheel drive,Hatchback,Automatic,I4
Nissan,Pickup,Rear-wheel drive,Truck,Manual,V6
Saab,900,Front-wheel drive,Convertible,Automatic,I4
Toyota,Celica,Front-wheel drive,Convertible,Manual,I4
BMW,E36 M3,Rear-wheel drive,Coupe,Automatic,I6
Audi,S6,4WD/AWD,Sedan,Manual,I5
Honda,Accord,Front-wheel drive,Wagon,Automatic,I4
Mercedes-Benz,E-Class,Rear-wheel drive,Convertible,Automatic,I6
Chrysler,Concorde,Front-wheel drive,Sedan,Automatic,V6
Mitsubishi,Delica,Rear-wheel drive,Truck,Manual,I4
Plymouth,Voyager,Front-wheel drive,Van/Minivan,Automatic,V6
Jaguar,XJ12,Rear-wheel drive,Sedan,Automatic,V12
Volkswagen,Cabrio,Front-wheel drive,Convertible,Manual,I4
Porsche,993 911,Rear-wheel drive,Convertible,Automatic,H6
Mitsubishi,3000GT,Front-wheel drive,Coupe,Automatic,V6
Maserati,Ghibli,Rear-wheel drive,Coupe,Manual,V6
Infiniti,G20,Front-wheel drive,Sedan,Manual,I4
Mercedes-Benz,G Wagen,4WD/AWD,SUV/Crossover,Manual,I5
Daihatsu,Mira,Front-wheel drive,Hatchback,Manual,I4
Nissan,Cima,4WD/AWD,Wagon,Automatic,V8
Peugeot,306,Front-wheel drive,Hatchback,Manual,I4
Honda,Today,Front-wheel drive,Hatchback,Automatic,I3
Honda,Accord,Front-wheel drive,Sedan,Automatic,V6
Toyota,Century,Rear-wheel drive,Sedan,Automatic,V8
Land Rover,Range Rover,4WD/AWD,SUV/Crossover,Manual,V8
Toyota,ToyoAce,Rear-wheel drive,Truck,Manual,I4
Volvo,960,Rear-wheel drive,Sedan,Automatic,I6
Citroen,ZX,Front-wheel drive,Hatchback,Manual,I4
Subaru,Sambar,4WD/AWD,Van/Minivan,Manual,I4
Isuzu,Amigo,4WD/AWD,SUV/Crossover,Manual,I4
Nissan,Pickup,4WD/AWD,Truck,Manual,V6
Acura,Legend,Front-wheel drive,Coupe,Automatic,V6
BMW,E34 M5,Rear-wheel drive,Wagon,Manual,I6
Toyota,Liteace,4WD/AWD,Truck,Manual,I4
Mazda,Lantis,Front-wheel drive,Sedan,Manual,V6
Pontiac,Bonneville,Front-wheel drive,Sedan,Automatic,V6
Mazda,NA Miata,Rear-wheel drive,Convertible,Manual,V8
Alfa Romeo,164,Front-wheel drive,Sedan,Manual,V6
Daihatsu,Rocky,4WD/AWD,SUV/Crossover,Automatic,I4
Toyota,Bandeirante,4WD/AWD,Truck,Manual,I4
Honda,Inspire,Front-wheel drive,Sedan,Automatic,I5
Volkswagen,Eurovan,Front-wheel drive,Van/Minivan,Automatic,I5
Audi,S6,4WD/AWD,Wagon,Manual,I5
Toyota,HiMedic,Rear-wheel drive,Van/Minivan,Automatic,V8
Porsche,968,Rear-wheel drive,Convertible,Manual,I4
Buick,Roadmaster,Rear-wheel drive,Sedan,Automatic,V8
Mitsubishi,Libero,4WD/AWD,Wagon,Manual,I4
Nissan,300ZX,Rear-wheel drive,Convertible,Manual,V6
Suzuki,Sidekick,4WD/AWD,SUV/Crossover,Automatic,I4
Toyota,Sera,Front-wheel drive,Coupe,Manual,I4
Toyota,Liteace,Rear-wheel drive,Van/Minivan,Manual,I4
Autozam,AZ-3,Front-wheel drive,Coupe,Manual,V6
Mercedes-Benz,G Wagen,4WD/AWD,SUV/Crossover,Automatic,I4
Chevrolet,Caprice,Rear-wheel drive,Wagon,Automatic,V8
Isuzu,Fargo,4WD/AWD,Van/Minivan,Manual,I4
Suzuki,Cervo,Front-wheel drive,Hatchback,Manual,I3
Subaru,Domingo,4WD/AWD,Van/Minivan,Manual,I3
Pontiac,Firebird,Rear-wheel drive,Convertible,Automatic,V6
Mercedes-Benz,E-Class,Rear-wheel drive,Wagon,Automatic,I6
Toyota,Pickup,4WD/AWD,Truck,Automatic,I4
Ford,Taurus,Front-wheel drive,Sedan,Manual,V6
Nissan,Vanette,4WD/AWD,Truck,Manual,I4
Mitsubishi,Delica,Rear-wheel drive,Van/Minivan,Manual,I4
Toyota,Sprinter,Front-wheel drive,Sedan,Manual,I4
Jaguar,XJR,Rear-wheel drive,Sedan,Manual,I6
Chrysler,LeBaron,Front-wheel drive,Convertible,Automatic,V6
Jaguar,XJS,Rear-wheel drive,Convertible,Automatic,V12
BMW,8 Series,Rear-wheel drive,Coupe,Manual,V12
Renaissance,Tropica,Rear-wheel drive,Convertible,Automatic,Electric
Toyota,T100,Rear-wheel drive,Truck,Automatic,V6
Nissan,300ZX,Rear-wheel drive,Convertible,Automatic,V6
BMW,318i,Rear-wheel drive,Wagon,Manual,I4
Audi,C4 S4,4WD/AWD,Sedan,Manual,I5
Porsche,968,Rear-wheel drive,Coupe,Manual,I4
Porsche,968,Rear-wheel drive,Coupe,Automatic,I4
Oldsmobile,Silhouette,Front-wheel drive,Van/Minivan,Automatic,V6
Autozam,AZ-1,Rear-wheel drive,Coupe,Manual,I3
Nissan,R32 Skyline,4WD/AWD,Coupe,Manual,I6
Suzuki,Cara,Rear-wheel drive,Coupe,Manual,I3
Mercedes-Benz,E-Class,Rear-wheel drive,Coupe,Manual,I6
Chevrolet,Blazer,4WD/AWD,SUV/Crossover,Automatic,V8
Ferrari,348,Rear-wheel drive,Convertible,Manual,V8
Pontiac,Sunbird,Front-wheel drive,Convertible,Automatic,I4
Mercedes-Benz,E-Class AMG,Rear-wheel drive,Coupe,Automatic,I6
Ford,Thunderbird,Rear-wheel drive,Coupe,Automatic,V6
Plymouth,Voyager,Front-wheel drive,Van/Minivan,Automatic,I4
GMC,Suburban,Rear-wheel drive,SUV/Crossover,Automatic,V8
Land Rover,Defender,4WD/AWD,Truck,Manual,V8
Porsche,968,Rear-wheel drive,Convertible,Automatic,I4
Mazda,FD RX-7,Rear-wheel drive,Coupe,Manual,V8
Nissan,Sentra,Front-wheel drive,Coupe,Manual,I4
GMC,Vandura,Rear-wheel drive,Van/Minivan,Automatic,V8
Porsche,964 911,Rear-wheel drive,Convertible,Manual,H6
BMW,8 Series,Rear-wheel drive,Coupe,Manual,V8
Acura,Integra,4WD/AWD,Sedan,Manual,I4
Volvo,850,Front-wheel drive,Wagon,Manual,I5
Nissan,Atlas,Rear-wheel drive,Van/Minivan,Automatic,I4
BMW,Alpina B3 3.0/1,Rear-wheel drive,Sedan,Manual,I6
Alfa Romeo,Spider,4WD/AWD,Convertible,Manual,I4
Honda,City,Front-wheel drive,Hatchback,Manual,I4
Honda,Civic,Front-wheel drive,Hatchback,Manual,V6
Shelby,Cobra,Rear-wheel drive,Convertible,Manual,V8
Honda,Civic,4WD/AWD,Wagon,Manual,I4
Jeep,Grand Cherokee,4WD/AWD,SUV/Crossover,Manual,I6
Porsche,964 911,Rear-wheel drive,Convertible,Automatic,H6
Ford,Explorer,4WD/AWD,SUV/Crossover,Manual,V6
Mitsubishi,RVR,4WD/AWD,SUV/Crossover,Manual,I4
Subaru,Vivio,Front-wheel drive,Convertible,Manual,I4
Chevrolet,Blazer,4WD/AWD,SUV/Crossover,Manual,V6
Mitsubishi,Canter,Rear-wheel drive,Truck,Manual,I4
Ferrari,348,Rear-wheel drive,Coupe,Manual,V8
Toyota,Curren,Front-wheel drive,Coupe,Automatic,I4
Toyota,Coaster,Rear-wheel drive,Van/Minivan,Automatic,I6
Lotus,Esprit,Rear-wheel drive,Coupe,Manual,I4
Chevrolet,Caprice Classic,Rear-wheel drive,Wagon,Automatic,V8
Isuzu,Amigo,Rear-wheel drive,SUV/Crossover,Manual,I4
Toyota,HiAce,Rear-wheel drive,Van/Minivan,Manual,I4
Chevrolet,S10,Rear-wheel drive,SUV/Crossover,Manual,V8
Suzuki,Cervo,Front-wheel drive,Hatchback,Manual,I4
Audi,RS2,4WD/AWD,Wagon,Manual,I5
Honda,Ascot,Front-wheel drive,Sedan,Automatic,I5
Mercedes-Benz,E-Class,Rear-wheel drive,Coupe,Automatic,I6
Subaru,SVX,Front-wheel drive,Coupe,Automatic,H6
Subaru,SVX,4WD/AWD,Coupe,Manual,H6
Land Rover,Range Rover,4WD/AWD,SUV/Crossover,Manual,I4
Nissan,Primera,Front-wheel drive,Sedan,Manual,I4
Dodge,Stealth,Front-wheel drive,Coupe,Manual,V6
Mitsubishi,Galant,4WD/AWD,Sedan,Automatic,V6
Toyota,Pickup,Rear-wheel drive,Truck,Manual,I4
Toyota,Carina,Front-wheel drive,Sedan,Manual,I4
Citroen,Xantia,Front-wheel drive,Sedan,Manual,I4
Rolls-Royce,Silver Spur,Rear-wheel drive,Sedan,Automatic,V8
Nissan,Pulsar,4WD/AWD,Hatchback,Manual,I4
Toyota,Pickup,4WD/AWD,Truck,Automatic,V6
Plymouth,Voyager,Front-wheel drive,Van/Minivan,Manual,I4
Toyota,HiAce,4WD/AWD,Van/Minivan,Manual,I4
Bentley,Brooklands,Rear-wheel drive,Sedan,Automatic,V8
Toyota,Pickup,4WD/AWD,Truck,Manual,I4
Nissan,March,Front-wheel drive,Hatchback,Manual,I4
Audi,100,Front-wheel drive,Sedan,Automatic,V6
Suzuki,Jimny,4WD/AWD,SUV/Crossover,Automatic,I4
Iveco,40.10,4WD/AWD,Truck,Automatic,I4
Lancia,Delta Integrale,4WD/AWD,Hatchback,Manual,I4
Subaru,Sambar,Rear-wheel drive,Truck,Manual,I4
MG,RV8,Rear-wheel drive,Convertible,Manual,V8
Mitsubishi,FTO,Front-wheel drive,Coupe,Automatic,V6
Saturn,SL2,Front-wheel drive,Sedan,Automatic,I4
Dodge,Caravan,Front-wheel drive,Van/Minivan,Manual,I4
Mitsubishi,Minicab,4WD/AWD,Van/Minivan,Manual,I4
Fiat,Coupe,Front-wheel drive,Coupe,Manual,I4
Acura,Integra,Front-wheel drive,Hatchback,Manual,I4
Nissan,240SX,Rear-wheel drive,Convertible,Automatic,I4
Saab,900,Front-wheel drive,Hatchback,Manual,I4
Dodge,Stealth,Front-wheel drive,Coupe,Automatic,V6
Subaru,Legacy,Front-wheel drive,Wagon,Automatic,H4
Dodge,Grand Caravan,Front-wheel drive,Van/Minivan,Automatic,V6
Ford,Festiva,Front-wheel drive,Convertible,Manual,I4
Porsche,928,Rear-wheel drive,Coupe,Manual,V8
Ferrari,Testarossa,Rear-wheel drive,Coupe,Manual,H12
Mazda,MX-6,Front-wheel drive,Coupe,Automatic,V6
Audi,C4 S4,4WD/AWD,Wagon,Manual,V8
Alfa Romeo,Spider,Rear-wheel drive,Convertible,Manual,I4
Mazda,FD RX-7,Rear-wheel drive,Coupe,Automatic,Electric
Volkswagen,Corrado,Front-wheel drive,Coupe,Automatic,V6
Volvo,960,Rear-wheel drive,Wagon,Automatic,I6
Toyota,Sera,Front-wheel drive,Coupe,Automatic,I4
Porsche,964 911,Rear-wheel drive,Coupe,Manual,H6
Toyota,TownAce,4WD/AWD,Van/Minivan,Manual,I4
GMC,Typhoon,4WD/AWD,SUV/Crossover,Automatic,V6
Toyota,MR2,Rear-wheel drive,Coupe,Manual,V6
Cadillac,Allante,Front-wheel drive,Convertible,Automatic,V8
Porsche,356 Replica,Rear-wheel drive,Convertible,Manual,H6
Mercedes-Benz,G Wagen,4WD/AWD,SUV/Crossover,Manual,I6
Volkswagen,Corrado,Front-wheel drive,Coupe,Manual,V6
Toyota,TownAce,Rear-wheel drive,Van/Minivan,Automatic,I4
Nissan,R33 Skyline,Rear-wheel drive,Coupe,Automatic,I6
Mercedes-Benz,190,Rear-wheel drive,Sedan,Automatic,I4
Mazda,Lantis,Front-wheel drive,Sedan,Automatic,V6
Dodge,Ramcharger,4WD/AWD,SUV/Crossover,Automatic,V8
Ford,E-Series,Rear-wheel drive,Van/Minivan,Automatic,I6
Dodge,Stealth,4WD/AWD,Coupe,Manual,V6
Toyota,Estima,4WD/AWD,Van/Minivan,Manual,I4
Nissan,Vanette,Rear-wheel drive,Truck,Manual,I4
BMW,E34 M5,Rear-wheel drive,Sedan,Manual,I6
Dodge,D-350,Rear-wheel drive,Truck,Manual,I6
Mazda,MX-3,Front-wheel drive,Coupe,Manual,V6
Mitsubishi,Minica,Front-wheel drive,Van/Minivan,Manual,I4
Toyota,Pickup,4WD/AWD,Truck,Manual,V6
Maxton,Rollerskate,Rear-wheel drive,Convertible,Manual,Rotary
Mercedes-Benz,190,Rear-wheel drive,Sedan,Automatic,I6
Nissan,240SX,Rear-wheel drive,Hatchback,Manual,I4
Mercedes-Benz,S-Class,Rear-wheel drive,Sedan,Manual,I6
Mercury,Sable,Front-wheel drive,Sedan,Automatic,V6
Toyota,Sprinter,Front-wheel drive,Coupe,Manual,I4
GMC,TopKick,Rear-wheel drive,Truck,Manual,V8
Toyota,Cresta,Rear-wheel drive,Sedan,Automatic,I6
Ford,Thunderbird,Rear-wheel drive,Coupe,Manual,V8
Nissan,R32 Skyline,Rear-wheel drive,Coupe,Automatic,I6
Mercury,Capri,Front-wheel drive,Convertible,Automatic,I4
Acura,Legend,Front-wheel drive,Coupe,Manual,V6
Toyota,Crown,Rear-wheel drive,Sedan,Automatic,I4
Mazda,NA Miata,Rear-wheel drive,Coupe,Manual,I4
Volvo,240,Rear-wheel drive,Sedan,Automatic,I4
Mitsubishi,Mirage,Front-wheel drive,Hatchback,Automatic,I4
Acura,Vigor,Front-wheel drive,Sedan,Automatic,I5
Toyota,Previa,Rear-wheel drive,Van/Minivan,Manual,I4
Infiniti,J30,Rear-wheel drive,Sedan,Automatic,V6
Ford,Mustang,Rear-wheel drive,Hatchback,Manual,V8
Alfa Romeo,164,Front-wheel drive,Sedan,Automatic,V6
Volvo,240,Rear-wheel drive,Sedan,Manual,V8
Chevrolet,Lumina,Front-wheel drive,Coupe,Manual,V6
Mitsubishi,RVR,Front-wheel drive,Van/Minivan,Automatic,I4
Plymouth,Laser,4WD/AWD,Coupe,Manual,I4
Honda,CRX,Front-wheel drive,Hatchback,Manual,I4
Volkswagen,Vanagon,4WD/AWD,Van/Minivan,Manual,I4
Westfield,SE,Rear-wheel drive,Convertible,Manual,I4
Mazda,B2600,Rear-wheel drive,Truck,Automatic,I4
Alfa Romeo,Spider,Rear-wheel drive,Convertible,Automatic,I4
Autozam,Carol,4WD/AWD,Hatchback,Automatic,I3
Daihatsu,Atrai,4WD/AWD,Truck,Manual,I3
Infiniti,M30,Rear-wheel drive,Convertible,Automatic,V6
Mazda,NA Miata,Rear-wheel drive,Convertible,Manual,Rotary
Nissan,300ZX,Rear-wheel drive,Coupe,Manual,V8
Geo,Storm,Front-wheel drive,Coupe,Manual,I4
Nissan,Figaro,Front-wheel drive,Convertible,Automatic,I4
Mercury,Capri,Front-wheel drive,Convertible,Manual,I4
Cadillac,Brougham,Rear-wheel drive,Sedan,Automatic,V8
Isuzu,Elf,4WD/AWD,Truck,Manual,I4
Volkswagen,Golf,4WD/AWD,Hatchback,Manual,I4
Honda,Del Sol,Front-wheel drive,Coupe,Automatic,I4
Suzuki,Carry Truck,Rear-wheel drive,Van/Minivan,Automatic,I3
Toyota,Pickup,Rear-wheel drive,Truck,Automatic,V6
Chevrolet,C/K Series,4WD/AWD,SUV/Crossover,Manual,V8
Chevrolet,Cavalier,Front-wheel drive,Coupe,Manual,V6
Rolls-Royce,Corniche,Rear-wheel drive,Convertible,Automatic,V8
GMC,Jimmy,4WD/AWD,SUV/Crossover,Automatic,V6
BMW,Alpina B6 2.8,Rear-wheel drive,Sedan,Manual,I6
Volvo,240,Rear-wheel drive,Wagon,Automatic,I4
Citroen,BX,Front-wheel drive,Sedan,Manual,I4
Nissan,Homy,Rear-wheel drive,Van/Minivan,Automatic,V6
Ford,Escort,Front-wheel drive,Hatchback,Automatic,I4
Honda,Accord,Front-wheel drive,Sedan,Automatic,I5
Mercedes-Benz,E-Class,Rear-wheel drive,Sedan,Automatic,I5
Toyota,Supra,Rear-wheel drive,Convertible,Automatic,I6
Mitsubishi,Galant,Front-wheel drive,Sedan,Manual,I4
Mitsubishi,Strada,4WD/AWD,Truck,Manual,I4
Lexus,SC,Rear-wheel drive,Coupe,Manual,V8
Isuzu,Space Cab,4WD/AWD,Truck,Manual,I4
Geo,Metro,Front-wheel drive,Convertible,Manual,I3
Mitsubishi,Bravo,4WD/AWD,Van/Minivan,Automatic,I3
Renault,Alpine,Rear-wheel drive,Coupe,Manual,V6
Toyota,Pickup,4WD/AWD,Truck,Manual,V8
Plymouth,Colt,4WD/AWD,Van/Minivan,Manual,I4
Suzuki,Sidekick,4WD/AWD,SUV/Crossover,Manual,I4
Volkswagen,Cabriolet,Front-wheel drive,Convertible,Automatic,I4
Chrysler,LeBaron,Front-wheel drive,Convertible,Manual,V6
Saab,900,Front-wheel drive,Sedan,Automatic,I4
Ford,Escort,4WD/AWD,Hatchback,Manual,I4
Lotus,Elan,Front-wheel drive,Convertible,Manual,I4
Subaru,Sambar,Rear-wheel drive,Truck,Automatic,I4
Oldsmobile,Cutlass,Rear-wheel drive,Coupe,Manual,V8
Nissan,R32 Skyline,4WD/AWD,Sedan,Manual,Other
Honda,CRX,Front-wheel drive,Hatchback,Automatic,I4
Mazda,FC RX-7,Rear-wheel drive,Coupe,Manual,Rotary
GMC,Syclone,Rear-wheel drive,Truck,Automatic,V6
Hyundai,Excel,Front-wheel drive,Hatchback,Automatic,I4
GMC,Syclone,4WD/AWD,Truck,Automatic,V6
Nissan,300ZX,Rear-wheel drive,Coupe,Manual,I6
Porsche,944,Rear-wheel drive,Coupe,Manual,I4
Mitsuoka,Le-Seyde,Rear-wheel drive,Coupe,Automatic,I4
BMW,E30 M3,Rear-wheel drive,Coupe,Manual,I4
Land Rover,Defender,4WD/AWD,Truck,Automatic,V8
Mitsubishi,Galant,Front-wheel drive,Sedan,Automatic,I4
Porsche,928,Rear-wheel drive,Coupe,Automatic,V8
Ford,F-150,Rear-wheel drive,Truck,Automatic,I6
Mazda,B2600,4WD/AWD,Truck,Manual,I4
Audi,200,4WD/AWD,Wagon,Manual,I5
Chevrolet,S10,4WD/AWD,Truck,Manual,V6
Autozam,AZ-3,Front-wheel drive,Coupe,Manual,I4
Mitsubishi,Galant,4WD/AWD,Sedan,Manual,I4
Plymouth,Laser,Front-wheel drive,Coupe,Manual,I4
Volkswagen,Vanagon,Rear-wheel drive,Van/Minivan,Manual,H4
Mercedes-Benz,R129 SL,Rear-wheel drive,Convertible,Manual,I6
Mazda,FC RX-7,Rear-wheel drive,Convertible,Manual,Rotary
Toyota,Cynos,Front-wheel drive,Coupe,Manual,I4
BMW,3 Series,Rear-wheel drive,Wagon,Automatic,I4
Buick,Reatta,Front-wheel drive,Convertible,Automatic,V6
Toyota,Soarer,Rear-wheel drive,Coupe,Automatic,V8
Mazda,929,Rear-wheel drive,Sedan,Automatic,V6
Toyota,TownAce,4WD/AWD,Truck,Manual,I4
Volkswagen,Mk2 GTI,Front-wheel drive,Hatchback,Manual,V6
Porsche,964 911,4WD/AWD,Convertible,Manual,H6
Honda,Acty,Rear-wheel drive,Truck,Automatic,I3
Daihatsu,Mira,Front-wheel drive,Van/Minivan,Automatic,I3
Toyota,Chaser,Rear-wheel drive,Sedan,Manual,I4
Volkswagen,Jetta,Front-wheel drive,Sedan,Manual,I5
Porsche,944,Rear-wheel drive,Convertible,Manual,I4
Infiniti,M30,Rear-wheel drive,Coupe,Automatic,V6
Cadillac,Fleetwood,Front-wheel drive,Sedan,Automatic,V8
Oldsmobile,Custom Cruiser,Rear-wheel drive,Wagon,Automatic,V8
Nissan,R32 Skyline,Rear-wheel drive,Coupe,Manual,I6
Nissan,Vanette,Rear-wheel drive,Van/Minivan,Automatic,I4
Toyota,Previa,Rear-wheel drive,Van/Minivan,Automatic,I4
Mitsubishi,Diamante,4WD/AWD,Sedan,Automatic,V6
Nissan,240SX,Rear-wheel drive,Hatchback,Automatic,I4
Volvo,740,Rear-wheel drive,Sedan,Automatic,I4
Peugeot,405,Front-wheel drive,Sedan,Manual,I4
Nissan,Vanette,4WD/AWD,Van/Minivan,Automatic,I4
Mitsubishi,Minica,Front-wheel drive,Van/Minivan,Manual,I3
Ford,Thunderbird,Rear-wheel drive,Coupe,Manual,V6
Audi,Coupe,4WD/AWD,Coupe,Manual,I5
Chevrolet,G20,Rear-wheel drive,Van/Minivan,Automatic,V8
Austin,FX4,Rear-wheel drive,Sedan,Automatic,I4
Mercedes-Benz,190,Rear-wheel drive,Sedan,Manual,I4
Efini,MS-9,Rear-wheel drive,Sedan,Automatic,V6
Audi,200,4WD/AWD,Sedan,Manual,I5
Ford,Probe,Front-wheel drive,Coupe,Manual,I4
Isuzu,Trooper,4WD/AWD,SUV/Crossover,Manual,V6
Jaguar,XJ,Rear-wheel drive,Sedan,Automatic,I6
Chrysler,New Yorker,Front-wheel drive,Sedan,Automatic,V6
Toyota,Camry,4WD/AWD,Sedan,Automatic,I4
Nissan,300ZX,Rear-wheel drive,Coupe,Manual,I4
Dodge,Ram,Rear-wheel drive,Truck,Automatic,V6
Mercedes-Benz,190,Rear-wheel drive,Sedan,Manual,I6
Ford,Sierra,Rear-wheel drive,Sedan,Manual,I4
Nissan,S Cargo,Front-wheel drive,Van/Minivan,Automatic,I4
Lotus,Excel,Rear-wheel drive,Coupe,Manual,I4
Studebaker,Studebaker Avanti,Rear-wheel drive,Sedan,Automatic,V8
Nissan,Pao,Front-wheel drive,Hatchback,Manual,I4
Mitsubishi,Eclipse,Front-wheel drive,Coupe,Manual,I4
Isuzu,Gemini,4WD/AWD,Sedan,Manual,I4
Peugeot,205 GTi,Front-wheel drive,Hatchback,Manual,I4
Volkswagen,Corrado,Front-wheel drive,Coupe,Manual,I4
Lincoln,Mark VII,Rear-wheel drive,Coupe,Automatic,V8
Volkswagen,Mk2 GTI,Front-wheel drive,Hatchback,Manual,I4
Nissan,Pao,Front-wheel drive,Hatchback,Automatic,I4
Ford,Ranger,Rear-wheel drive,Truck,Automatic,V8
Auto,Rickshaw,Rear-wheel drive,Convertible,Manual,I3
